Site,Plant_ID,date,Total_fronds,New_fronds
ABUR,AB208,2009-01-06,0,0
ABUR,AB209,2009-05-27,9,-99999
ABUR,AB209,2009-07-01,16,8
ABUR,AB209,2009-08-06,17,3
ABUR,AB209,2009-09-01,18,2
ABUR,AB209,2009-10-01,21,4
ABUR,AB209,2009-11-03,0,0
ABUR,AB21,2003-01-16,47,-99999
ABUR,AB21,2003-02-18,46,11
ABUR,AB21,2003-03-06,41,12
ABUR,AB21,2003-04-10,10,10
ABUR,AB210,2009-05-27,11,-99999
ABUR,AB210,2009-07-01,2,0
ABUR,AB210,2009-08-06,0,0
ABUR,AB22,2003-01-16,77,-99999
ABUR,AB22,2003-02-18,76,15
ABUR,AB22,2003-03-06,71,17
ABUR,AB231,2009-11-03,33,-99999
ABUR,AB231,2009-12-03,41,13
ABUR,AB231,2010-01-07,45,12
ABUR,AB231,2010-02-02,49,12
ABUR,AB231,2010-03-08,49,10
ABUR,AB231,2010-04-08,57,16
ABUR,AB231,2010-05-03,61,17
ABUR,AB231,2010-06-04,77,26
ABUR,AB231,2010-07-01,81,12
ABUR,AB231,2010-08-05,86,29
ABUR,AB231,2010-09-01,81,17
ABUR,AB231,2010-10-11,72,13
ABUR,AB231,2010-11-01,68,8
ABUR,AB231,2010-12-02,56,14
ABUR,AB231,2011-01-11,43,14
ABUR,AB231,2011-02-10,47,12
ABUR,AB231,2011-03-04,33,7
ABUR,AB231,2011-04-01,34,12
ABUR,AB231,2011-05-02,47,23
ABUR,AB231,2011-06-07,0,0
ABUR,AB232,2009-11-03,13,-99999
ABUR,AB232,2009-12-03,17,4
ABUR,AB232,2010-01-07,18,9
ABUR,AB233,2009-11-03,12,-99999
ABUR,AB233,2009-12-03,14,3
ABUR,AB233,2010-01-07,18,6
ABUR,AB233,2010-02-02,21,5
ABUR,AB233,2010-03-08,23,6
ABUR,AB233,2010-04-08,36,17
ABUR,AB233,2010-05-03,47,11
ABUR,AB233,2010-06-04,58,19
ABUR,AB233,2010-07-01,59,10
ABUR,AB233,2010-08-05,64,22
ABUR,AB233,2010-09-01,64,13
ABUR,AB233,2010-10-11,57,15
ABUR,AB233,2010-11-01,50,10
ABUR,AB233,2010-12-02,40,7
ABUR,AB233,2011-01-11,26,6
ABUR,AB233,2011-02-10,28,9
ABUR,AB233,2011-03-04,31,8
ABUR,AB233,2011-04-01,33,12
ABUR,AB233,2011-05-02,43,13
ABUR,AB233,2011-06-07,61,21
ABUR,AB233,2011-07-07,71,21
ABUR,AB233,2011-08-03,82,16
ABUR,AB233,2011-09-06,97,27
ABUR,AB233,2011-10-04,92,14
ABUR,AB233,2011-11-01,94,13
ABUR,AB233,2011-12-05,63,23
ABUR,AB233,2012-01-11,57,16
ABUR,AB233,2012-02-06,57,13
ABUR,AB235,2010-03-08,14,-99999
ABUR,AB236,2009-11-03,13,-99999
ABUR,AB236,2009-12-03,13,3
ABUR,AB236,2010-01-07,20,8
ABUR,AB236,2010-02-02,29,18
ABUR,AB237,2009-11-03,19,-99999
ABUR,AB237,2009-12-03,19,5
ABUR,AB237,2010-01-07,0,0
ABUR,AB238,2009-12-03,13,-99999
ABUR,AB238,2010-01-07,9,4
ABUR,AB238,2010-02-02,12,6
ABUR,AB238,2010-03-08,19,7
ABUR,AB238,2010-04-08,38,19
ABUR,AB238,2010-05-03,46,16
ABUR,AB238,2010-06-04,52,24
ABUR,AB238,2010-07-01,60,14
ABUR,AB238,2010-08-05,73,24
ABUR,AB238,2010-09-01,74,12
ABUR,AB238,2010-10-11,63,21
ABUR,AB238,2010-11-01,46,9
ABUR,AB238,2010-12-02,28,7
ABUR,AB238,2011-01-11,18,2
ABUR,AB238,2011-02-10,12,7
ABUR,AB238,2011-03-04,19,9
ABUR,AB239,2009-12-03,22,-99999
ABUR,AB239,2010-01-07,28,9
ABUR,AB239,2010-02-02,22,6
ABUR,AB24,2003-04-10,46,-99999
ABUR,AB24,2003-05-12,41,15
ABUR,AB24,2003-06-11,41,10
ABUR,AB240,2010-03-08,21,-99999
ABUR,AB240,2010-04-08,21,12
ABUR,AB240,2010-05-03,40,19
ABUR,AB240,2010-06-04,50,12
ABUR,AB240,2010-07-01,47,9
ABUR,AB240,2010-08-05,47,12
ABUR,AB240,2010-09-01,50,13
ABUR,AB240,2010-10-11,46,16
ABUR,AB240,2010-11-01,44,8
ABUR,AB240,2010-12-02,36,8
ABUR,AB240,2011-01-11,23,6
ABUR,AB240,2011-02-10,28,10
ABUR,AB240,2011-03-04,33,11
ABUR,AB240,2011-04-01,5,2
ABUR,AB240,2011-05-02,6,1
ABUR,AB240,2011-06-07,10,5
ABUR,AB240,2011-07-07,12,3
ABUR,AB241,2010-01-07,19,-99999
ABUR,AB241,2010-02-02,14,1
ABUR,AB242,2010-01-07,13,-99999
ABUR,AB242,2010-02-02,15,4
ABUR,AB243,2010-01-07,12,-99999
ABUR,AB243,2010-02-02,11,0
ABUR,AB245,2010-02-02,17,-99999
ABUR,AB246,2010-02-02,35,-99999
ABUR,AB247,2010-08-05,13,-99999
ABUR,AB247,2010-09-01,10,4
ABUR,AB247,2010-10-11,12,4
ABUR,AB247,2010-11-01,8,0
ABUR,AB247,2010-12-02,8,2
ABUR,AB247,2011-01-11,8,3
ABUR,AB248,2010-10-11,9,-99999
ABUR,AB248,2010-11-01,14,5
ABUR,AB248,2010-12-02,19,8
ABUR,AB248,2011-01-11,25,6
ABUR,AB248,2011-02-10,42,24
ABUR,AB249,2010-12-02,7,-99999
ABUR,AB249,2011-01-11,1,1
ABUR,AB249,2011-02-10,2,1
ABUR,AB249,2011-03-04,4,2
ABUR,AB249,2011-04-01,6,2
ABUR,AB249,2011-05-02,12,6
ABUR,AB249,2011-06-07,15,7
ABUR,AB249,2011-07-07,19,10
ABUR,AB249,2011-08-03,30,11
ABUR,AB249,2011-09-06,37,16
ABUR,AB249,2011-10-04,41,6
ABUR,AB249,2011-11-01,60,23
ABUR,AB249,2011-12-05,69,16
ABUR,AB249,2012-01-11,71,21
ABUR,AB249,2012-02-06,88,29
ABUR,AB249,2012-03-05,90,16
ABUR,AB249,2012-04-03,109,27
ABUR,AB249,2012-05-02,132,28
ABUR,AB249,2012-06-07,129,16
ABUR,AB249,2012-07-03,150,29
ABUR,AB249,2012-08-03,155,51
ABUR,AB249,2012-09-06,158,28
ABUR,AB249,2012-10-10,141,36
ABUR,AB249,2012-11-05,131,30
ABUR,AB249,2012-12-05,124,30
ABUR,AB249,2013-01-03,94,30
ABUR,AB249,2013-02-11,82,22
ABUR,AB249,2013-03-12,93,19
ABUR,AB249,2013-04-02,122,29
ABUR,AB249,2013-05-02,138,42
ABUR,AB249,2013-06-05,134,23
ABUR,AB249,2013-07-03,171,40
ABUR,AB249,2013-08-05,202,40
ABUR,AB249,2013-09-03,213,19
ABUR,AB249,2013-09-30,180,22
ABUR,AB249,2013-11-04,213,33
ABUR,AB249,2013-12-03,180,24
ABUR,AB249,2014-01-03,178,15
ABUR,AB249,2014-02-04,173,20
ABUR,AB25,2003-04-10,49,-99999
ABUR,AB250,2010-12-02,10,-99999
ABUR,AB251,2010-12-02,12,-99999
ABUR,AB251,2011-01-11,13,3
ABUR,AB251,2011-02-10,17,12
ABUR,AB251,2011-03-04,21,4
ABUR,AB252,2011-01-11,16,-99999
ABUR,AB252,2011-02-10,18,6
ABUR,AB252,2011-03-04,17,5
ABUR,AB252,2011-04-01,15,4
ABUR,AB252,2011-05-02,25,12
ABUR,AB252,2011-06-07,45,22
ABUR,AB253,2011-02-10,14,-99999
ABUR,AB253,2011-03-04,14,2
ABUR,AB254,2011-04-01,10,-99999
ABUR,AB254,2011-05-02,13,3
ABUR,AB254,2011-06-07,20,9
ABUR,AB254,2011-07-07,30,10
ABUR,AB254,2011-08-03,36,11
ABUR,AB254,2011-09-06,60,24
ABUR,AB254,2011-10-04,69,16
ABUR,AB254,2011-11-01,85,31
ABUR,AB254,2011-12-05,91,25
ABUR,AB254,2012-02-06,66,-99999
ABUR,AB254,2012-03-05,94,32
ABUR,AB254,2012-04-03,135,47
ABUR,AB254,2012-05-02,168,39
ABUR,AB254,2012-06-07,184,42
ABUR,AB254,2012-07-03,200,23
ABUR,AB254,2012-08-03,218,68
ABUR,AB254,2012-09-06,247,41
ABUR,AB254,2012-10-10,212,34
ABUR,AB255,2011-05-02,29,-99999
ABUR,AB255,2011-06-07,34,10
ABUR,AB255,2011-07-07,48,15
ABUR,AB255,2011-08-03,55,22
ABUR,AB255,2011-09-06,64,17
ABUR,AB255,2011-10-04,83,19
ABUR,AB255,2011-11-01,77,13
ABUR,AB255,2011-12-05,79,25
ABUR,AB256,2010-06-04,28,-99999
ABUR,AB256,2010-07-01,27,5
ABUR,AB256,2010-08-05,25,8
ABUR,AB256,2010-09-01,36,12
ABUR,AB256,2010-10-11,41,8
ABUR,AB256,2010-11-01,44,11
ABUR,AB256,2010-12-02,47,11
ABUR,AB256,2011-01-11,42,12
ABUR,AB256,2011-02-10,45,23
ABUR,AB256,2011-03-04,45,10
ABUR,AB257,2011-06-07,6,-99999
ABUR,AB257,2011-07-07,6,2
ABUR,AB257,2011-08-03,10,4
ABUR,AB258,2011-07-07,7,-99999
ABUR,AB259,2011-09-06,6,-99999
ABUR,AB259,2011-10-04,8,2
ABUR,AB259,2011-11-01,15,7
ABUR,AB259,2011-12-05,16,6
ABUR,AB259,2012-01-11,22,6
ABUR,AB259,2012-02-06,26,4
ABUR,AB259,2012-03-05,29,11
ABUR,AB259,2012-04-03,53,26
ABUR,AB259,2012-05-02,62,24
ABUR,AB259,2012-06-07,82,24
ABUR,AB259,2012-07-03,94,21
ABUR,AB259,2012-08-03,110,28
ABUR,AB259,2012-09-06,109,21
ABUR,AB259,2012-10-10,99,23
ABUR,AB259,2012-11-05,97,15
ABUR,AB259,2012-12-05,104,16
ABUR,AB259,2013-01-03,72,10
ABUR,AB259,2013-02-11,90,24
ABUR,AB259,2013-03-12,123,33
ABUR,AB259,2013-04-02,147,27
ABUR,AB259,2013-05-02,152,26
ABUR,AB259,2013-06-05,143,23
ABUR,AB259,2013-07-03,145,16
ABUR,AB259,2013-08-05,152,17
ABUR,AB259,2013-09-03,147,20
ABUR,AB259,2013-09-30,101,13
ABUR,AB259,2013-11-04,115,14
ABUR,AB259,2013-12-03,99,20
ABUR,AB259,2014-01-03,124,25
ABUR,AB259,2014-02-04,145,46
ABUR,AB26,2003-04-10,4,-99999
ABUR,AB26,2003-05-12,7,3
ABUR,AB26,2003-06-11,10,4
ABUR,AB260,2011-09-06,6,-99999
ABUR,AB261,2011-09-06,11,-99999
ABUR,AB261,2011-11-01,21,-99999
ABUR,AB261,2011-12-05,25,11
ABUR,AB261,2012-01-11,31,12
ABUR,AB261,2012-02-06,35,8
ABUR,AB261,2012-03-05,51,22
ABUR,AB261,2012-04-03,78,27
ABUR,AB261,2012-05-02,84,15
ABUR,AB261,2012-06-07,80,12
ABUR,AB261,2012-07-03,97,21
ABUR,AB261,2012-08-03,117,31
ABUR,AB261,2012-09-06,125,32
ABUR,AB261,2012-10-10,129,43
ABUR,AB261,2012-11-05,132,21
ABUR,AB261,2012-12-05,96,33
ABUR,AB261,2013-01-03,81,18
ABUR,AB261,2013-02-11,60,17
ABUR,AB263,2011-01-11,8,-99999
ABUR,AB263,2011-02-10,9,2
ABUR,AB263,2011-03-04,16,9
ABUR,AB264,2011-01-11,7,-99999
ABUR,AB265,2011-07-07,18,-99999
ABUR,AB265,2011-08-03,37,19
ABUR,AB266,2011-07-07,36,-99999
ABUR,AB266,2011-08-03,45,12
ABUR,AB266,2011-09-06,47,6
ABUR,AB266,2011-10-04,48,8
ABUR,AB266,2011-11-01,37,8
ABUR,AB266,2011-12-05,36,16
ABUR,AB266,2012-01-11,25,9
ABUR,AB266,2012-02-06,36,11
ABUR,AB266,2012-03-05,41,16
ABUR,AB266,2012-04-03,42,13
ABUR,AB266,2012-05-02,40,11
ABUR,AB267,2011-07-07,29,-99999
ABUR,AB267,2011-08-03,32,6
ABUR,AB267,2011-09-06,30,5
ABUR,AB267,2011-10-04,36,9
ABUR,AB267,2011-11-01,50,14
ABUR,AB267,2011-12-05,56,24
ABUR,AB267,2012-01-11,57,18
ABUR,AB267,2012-02-06,51,14
ABUR,AB267,2012-03-05,72,32
ABUR,AB267,2012-04-03,64,10
ABUR,AB267,2012-05-02,65,18
ABUR,AB267,2012-06-07,72,29
ABUR,AB267,2012-07-03,82,26
ABUR,AB267,2012-08-03,77,15
ABUR,AB267,2012-09-06,49,4
ABUR,AB267,2012-10-10,47,15
ABUR,AB268,2011-08-03,12,-99999
ABUR,AB268,2011-09-06,17,7
ABUR,AB268,2011-10-04,22,6
ABUR,AB268,2011-11-01,23,5
ABUR,AB268,2011-12-05,24,10
ABUR,AB269,2011-09-06,17,-99999
ABUR,AB269,2011-10-04,22,6
ABUR,AB269,2011-11-01,30,11
ABUR,AB269,2011-12-05,35,9
ABUR,AB269,2012-01-11,33,11
ABUR,AB269,2012-02-06,38,6
ABUR,AB269,2012-03-05,45,22
ABUR,AB269,2012-04-03,68,26
ABUR,AB269,2012-05-02,80,23
ABUR,AB269,2012-06-07,94,27
ABUR,AB269,2012-07-03,118,26
ABUR,AB269,2012-08-03,130,40
ABUR,AB269,2012-09-06,148,36
ABUR,AB269,2012-10-10,146,34
ABUR,AB270,2011-11-01,10,-99999
ABUR,AB270,2011-12-05,12,5
ABUR,AB270,2012-01-11,13,5
ABUR,AB270,2012-02-06,15,4
ABUR,AB270,2012-03-05,21,8
ABUR,AB270,2012-04-03,25,10
ABUR,AB270,2012-05-02,33,11
ABUR,AB270,2012-06-07,38,16
ABUR,AB270,2012-07-03,27,3
ABUR,AB270,2012-08-03,25,5
ABUR,AB270,2012-09-06,12,4
ABUR,AB270,2012-10-10,6,2
ABUR,AB271,2011-11-01,22,-99999
ABUR,AB271,2011-12-05,22,4
ABUR,AB271,2012-01-11,26,11
ABUR,AB271,2012-02-06,37,13
ABUR,AB271,2012-03-05,45,23
ABUR,AB272,2014-04-09,51,-99999
ABUR,AB272,2014-05-09,78,29
ABUR,AB272,2014-06-03,14,1
ABUR,AB272,2014-07-02,17,3
ABUR,AB272,2014-08-04,14,6
ABUR,AB272,2014-09-09,25,11
ABUR,AB273,2012-09-06,26,-99999
ABUR,AB273,2012-10-10,25,5
ABUR,AB273,2012-11-05,26,8
ABUR,AB273,2012-12-05,33,7
ABUR,AB273,2013-01-03,33,9
ABUR,AB273,2013-02-11,40,8
ABUR,AB273,2013-03-12,61,24
ABUR,AB273,2013-04-02,66,17
ABUR,AB273,2013-05-02,69,23
ABUR,AB273,2013-06-05,77,11
ABUR,AB273,2013-07-03,112,40
ABUR,AB273,2013-08-05,117,16
ABUR,AB273,2013-09-03,128,29
ABUR,AB273,2013-09-30,133,15
ABUR,AB273,2013-11-04,141,21
ABUR,AB273,2013-12-03,104,10
ABUR,AB273,2014-01-03,134,31
ABUR,AB273,2014-02-04,145,48
ABUR,AB274,2012-11-05,32,-99999
ABUR,AB274,2012-12-05,38,9
ABUR,AB274,2013-01-03,36,8
ABUR,AB274,2013-02-11,36,10
ABUR,AB274,2013-03-12,34,5
ABUR,AB274,2013-04-02,51,19
ABUR,AB274,2013-05-02,54,8
ABUR,AB274,2013-06-05,53,5
ABUR,AB274,2013-07-03,43,4
ABUR,AB274,2013-08-05,44,10
ABUR,AB274,2013-09-03,48,7
ABUR,AB274,2013-09-30,38,7
ABUR,AB274,2013-11-04,38,5
ABUR,AB274,2013-12-03,35,5
ABUR,AB274,2014-01-03,31,4
ABUR,AB274,2014-02-04,35,4
ABUR,AB275,2012-11-05,46,-99999
ABUR,AB275,2012-12-05,64,22
ABUR,AB275,2013-01-03,46,10
ABUR,AB275,2013-02-11,33,8
ABUR,AB275,2013-03-12,28,8
ABUR,AB275,2013-04-02,49,21
ABUR,AB275,2013-05-02,52,14
ABUR,AB275,2013-06-05,50,8
ABUR,AB275,2013-07-03,56,8
ABUR,AB275,2013-08-05,46,8
ABUR,AB275,2013-09-03,43,7
ABUR,AB275,2013-09-30,27,7
ABUR,AB275,2013-11-04,38,12
ABUR,AB275,2013-12-03,40,4
ABUR,AB275,2014-01-03,41,5
ABUR,AB275,2014-02-04,27,0
ABUR,AB275,2014-03-12,6,6
ABUR,AB275,2014-04-09,8,5
ABUR,AB275,2014-05-09,9,4
ABUR,AB275,2014-06-03,5,1
ABUR,AB275,2014-07-02,5,1
ABUR,AB275,2014-08-04,10,5
ABUR,AB275,2014-09-09,8,0
ABUR,AB275,2014-10-13,8,8
ABUR,AB275,2014-11-10,6,5
ABUR,AB275,2014-12-01,4,0
ABUR,AB276,2011-08-03,10,-99999
ABUR,AB276,2011-09-06,13,3
ABUR,AB276,2011-10-04,14,3
ABUR,AB276,2011-11-01,20,8
ABUR,AB276,2011-12-05,18,2
ABUR,AB276,2012-01-11,23,8
ABUR,AB276,2012-02-06,28,7
ABUR,AB276,2012-03-05,32,10
ABUR,AB276,2012-04-03,32,5
ABUR,AB276,2012-05-02,36,12
ABUR,AB276,2012-06-07,38,10
ABUR,AB276,2012-07-03,42,11
ABUR,AB276,2012-08-03,48,12
ABUR,AB276,2012-09-06,38,7
ABUR,AB276,2012-10-10,28,3
ABUR,AB276,2012-11-05,21,6
ABUR,AB277,2012-01-11,10,-99999
ABUR,AB277,2012-02-06,10,2
ABUR,AB277,2012-03-05,14,5
ABUR,AB278,2014-03-12,5,-99999
ABUR,AB278,2014-04-09,7,2
ABUR,AB278,2014-05-09,12,5
ABUR,AB278,2014-06-03,18,6
ABUR,AB278,2014-07-02,21,6
ABUR,AB278,2014-08-04,36,15
ABUR,AB278,2014-09-09,41,6
ABUR,AB278,2014-10-13,48,7
ABUR,AB280,2012-01-11,17,-99999
ABUR,AB282,2014-03-12,2,-99999
ABUR,AB282,2014-04-09,3,1
ABUR,AB282,2014-05-09,4,1
ABUR,AB282,2014-06-03,6,2
ABUR,AB282,2014-07-02,7,4
ABUR,AB282,2014-08-04,10,3
ABUR,AB282,2014-09-09,10,0
ABUR,AB282,2014-10-13,14,4
ABUR,AB282,2014-11-10,15,3
ABUR,AB282,2014-12-01,20,5
ABUR,AB282,2015-01-07,17,3
ABUR,AB282,2015-02-04,16,2
ABUR,AB282,2015-03-04,14,4
ABUR,AB282,2015-04-13,18,6
ABUR,AB282,2015-05-04,17,2
ABUR,AB282,2015-06-09,0,0
ABUR,AB283,2014-05-09,6,-99999
ABUR,AB283,2014-06-03,11,5
ABUR,AB283,2014-07-02,14,3
ABUR,AB283,2014-08-04,19,5
ABUR,AB283,2014-09-09,26,7
ABUR,AB283,2014-10-13,33,10
ABUR,AB283,2014-11-10,35,7
ABUR,AB283,2014-12-01,44,13
ABUR,AB283,2015-01-07,0,0
ABUR,AB285,2012-12-05,68,-99999
ABUR,AB285,2013-01-03,39,8
ABUR,AB285,2013-02-11,46,9
ABUR,AB285,2013-03-12,41,9
ABUR,AB285,2013-04-02,69,28
ABUR,AB285,2013-05-02,79,12
ABUR,AB285,2013-06-05,70,8
ABUR,AB285,2013-07-03,86,18
ABUR,AB285,2013-08-05,92,24
ABUR,AB285,2013-09-03,91,15
ABUR,AB285,2013-09-30,89,10
ABUR,AB285,2013-11-04,63,11
ABUR,AB285,2013-12-03,48,8
ABUR,AB285,2014-01-03,61,13
ABUR,AB285,2014-02-04,49,4
ABUR,AB286,2012-03-05,20,-99999
ABUR,AB286,2012-04-03,24,11
ABUR,AB286,2012-05-02,27,8
ABUR,AB286,2012-06-07,35,9
ABUR,AB286,2012-07-03,37,10
ABUR,AB286,2012-08-03,41,8
ABUR,AB286,2012-09-06,43,16
ABUR,AB286,2012-10-10,55,20
ABUR,AB286,2012-11-05,60,11
ABUR,AB286,2012-12-05,64,14
ABUR,AB286,2013-01-03,54,5
ABUR,AB286,2013-02-11,45,5
ABUR,AB286,2013-03-12,37,8
ABUR,AB286,2013-04-02,41,4
ABUR,AB286,2013-05-02,42,16
ABUR,AB286,2013-06-05,41,6
ABUR,AB286,2013-07-03,40,10
ABUR,AB286,2013-08-05,30,6
ABUR,AB286,2013-09-03,16,4
ABUR,AB286,2013-09-30,10,1
ABUR,AB286,2013-11-04,12,2
ABUR,AB286,2013-12-03,10,1
ABUR,AB286,2014-01-03,13,3
ABUR,AB286,2014-02-04,14,5
ABUR,AB289,2012-04-03,19,-99999
ABUR,AB289,2012-05-02,23,5
ABUR,AB289,2012-06-07,30,8
ABUR,AB289,2012-07-03,35,8
ABUR,AB289,2012-08-03,38,12
ABUR,AB289,2012-09-06,49,17
ABUR,AB289,2012-10-10,58,15
ABUR,AB289,2012-11-05,62,12
ABUR,AB289,2012-12-05,45,11
ABUR,AB289,2013-01-03,56,15
ABUR,AB289,2013-02-11,68,20
ABUR,AB289,2013-03-12,70,10
ABUR,AB289,2013-04-02,102,37
ABUR,AB289,2013-05-02,124,27
ABUR,AB289,2013-06-05,139,22
ABUR,AB289,2013-07-03,135,9
ABUR,AB289,2013-08-05,137,15
ABUR,AB289,2013-09-03,154,27
ABUR,AB289,2013-09-30,97,8
ABUR,AB289,2013-11-04,125,30
ABUR,AB289,2013-12-03,89,10
ABUR,AB289,2014-01-03,97,19
ABUR,AB289,2014-02-04,88,0
ABUR,AB292,2014-03-12,2,-99999
ABUR,AB292,2014-04-09,2,2
ABUR,AB292,2014-05-09,4,2
ABUR,AB292,2014-06-03,6,2
ABUR,AB292,2014-07-02,8,4
ABUR,AB292,2014-08-04,10,2
ABUR,AB292,2014-09-09,15,5
ABUR,AB292,2014-10-13,15,4
ABUR,AB292,2014-11-10,18,6
ABUR,AB292,2014-12-01,19,4
ABUR,AB293,2014-03-12,12,-99999
ABUR,AB293,2014-04-09,10,3
ABUR,AB294,2014-12-01,25,-99999
ABUR,AB296,2013-12-03,26,-99999
ABUR,AB297,2014-01-03,29,-99999
ABUR,AB298,2015-02-04,6,-99999
ABUR,AB298,2015-03-04,4,0
ABUR,AB299,2014-05-09,6,-99999
ABUR,AB299,2014-06-03,9,3
ABUR,AB299,2014-07-02,13,5
ABUR,AB299,2014-08-04,18,6
ABUR,AB299,2014-09-09,19,4
ABUR,AB299,2014-10-13,22,7
ABUR,AB299,2014-11-10,26,7
ABUR,AB299,2014-12-01,28,4
ABUR,AB299,2015-01-07,0,0
ABUR,AB3,2002-05-10,48,-99999
ABUR,AB3,2002-06-12,39,14
ABUR,AB3,2002-07-12,32,7
ABUR,AB3,2002-08-09,30,4
ABUR,AB3,2002-09-10,44,17
ABUR,AB3,2002-10-11,34,5
ABUR,AB300,2012-02-06,9,-99999
ABUR,AB300,2012-03-05,12,5
ABUR,AB300,2012-04-03,14,5
ABUR,AB300,2012-05-02,25,13
ABUR,AB300,2012-06-07,31,7
ABUR,AB300,2012-07-03,36,9
ABUR,AB300,2012-08-03,40,8
ABUR,AB300,2012-09-06,47,14
ABUR,AB300,2012-10-10,42,8
ABUR,AB300,2012-11-05,35,8
ABUR,AB300,2012-12-05,23,8
ABUR,AB300,2013-01-03,20,20
ABUR,AB300,2013-02-11,22,11
ABUR,AB300,2013-03-12,20,9
ABUR,AB300,2013-04-02,23,6
ABUR,AB300,2013-05-02,27,13
ABUR,AB300,2013-06-05,28,6
ABUR,AB300,2013-07-03,37,12
ABUR,AB300,2013-08-05,41,8
ABUR,AB300,2013-09-03,40,6
ABUR,AB300,2013-09-30,42,4
ABUR,AB300,2013-11-04,44,8
ABUR,AB300,2013-12-03,40,4
ABUR,AB300,2014-01-03,47,8
ABUR,AB300,2014-02-04,52,12
ABUR,AB301,2013-02-11,53,-99999
ABUR,AB301,2013-03-12,48,9
ABUR,AB301,2013-04-02,60,14
ABUR,AB301,2013-05-02,62,16
ABUR,AB301,2013-06-05,59,5
ABUR,AB301,2013-07-03,60,7
ABUR,AB301,2013-08-05,77,18
ABUR,AB301,2013-09-03,78,6
ABUR,AB301,2013-09-30,59,4
ABUR,AB301,2013-11-04,49,3
ABUR,AB302,2013-02-11,95,-99999
ABUR,AB302,2013-03-12,94,13
ABUR,AB302,2013-04-02,106,22
ABUR,AB302,2013-05-02,100,21
ABUR,AB302,2013-06-05,124,24
ABUR,AB302,2013-07-03,171,47
ABUR,AB302,2013-08-05,175,45
ABUR,AB302,2013-09-03,218,62
ABUR,AB302,2013-09-30,229,20
ABUR,AB302,2013-11-04,185,43
ABUR,AB302,2013-12-03,160,23
ABUR,AB302,2014-01-03,170,20
ABUR,AB302,2014-02-04,185,15
ABUR,AB303,2013-02-11,7,-99999
ABUR,AB303,2013-03-12,8,2
ABUR,AB303,2013-04-02,11,3
ABUR,AB303,2013-05-02,16,5
ABUR,AB303,2013-06-05,18,5
ABUR,AB303,2013-07-03,21,4
ABUR,AB303,2013-08-05,22,7
ABUR,AB303,2013-09-03,27,5
ABUR,AB303,2013-09-30,25,3
ABUR,AB303,2013-11-04,28,6
ABUR,AB303,2013-12-03,26,10
ABUR,AB303,2014-01-03,33,7
ABUR,AB303,2014-02-04,43,10
ABUR,AB303,2014-03-12,30,24
ABUR,AB303,2014-04-09,36,6
ABUR,AB303,2014-05-09,48,14
ABUR,AB303,2014-06-03,56,8
ABUR,AB303,2014-07-02,54,10
ABUR,AB303,2014-08-04,78,24
ABUR,AB303,2014-09-09,81,4
ABUR,AB303,2014-10-13,61,15
ABUR,AB303,2014-11-10,42,4
ABUR,AB303,2014-12-01,34,2
ABUR,AB303,2015-01-07,22,5
ABUR,AB303,2015-02-04,18,1
ABUR,AB303,2015-03-04,11,4
ABUR,AB303,2015-04-13,4,3
ABUR,AB303,2015-05-04,6,2
ABUR,AB303,2015-06-09,10,4
ABUR,AB303,2015-07-08,10,2
ABUR,AB303,2015-08-05,0,0
ABUR,AB305,2014-12-01,13,-99999
ABUR,AB305,2015-01-07,15,2
ABUR,AB305,2015-02-04,17,8
ABUR,AB305,2015-03-04,26,9
ABUR,AB305,2015-04-13,28,11
ABUR,AB305,2015-05-04,0,0
ABUR,AB309,2014-03-12,13,-99999
ABUR,AB309,2014-04-09,0,0
ABUR,AB33,2003-05-12,32,-99999
ABUR,AB33,2003-06-11,40,12
ABUR,AB33,2003-07-08,12,2
ABUR,AB33,2003-08-05,14,3
ABUR,AB33,2003-09-03,21,11
ABUR,AB33,2003-10-01,33,16
ABUR,AB33,2003-11-13,31,14
ABUR,AB33,2003-12-05,41,14
ABUR,AB33,2004-01-09,59,20
ABUR,AB33,2004-02-06,64,14
ABUR,AB339,2018-10-04,19,-99999
ABUR,AB339,2018-11-02,22,4
ABUR,AB339,2018-12-11,0,0
ABUR,AB35,2003-06-11,11,-99999
ABUR,AB35,2003-07-08,15,4
ABUR,AB35,2003-08-05,24,9
ABUR,AB35,2003-09-03,32,11
ABUR,AB35,2003-10-01,36,9
ABUR,AB35,2003-11-13,29,8
ABUR,AB35,2003-12-05,11,2
ABUR,AB35,2004-01-09,6,3
ABUR,AB35,2004-02-06,5,0
ABUR,AB35,2004-04-12,2,-99999
ABUR,AB355,2014-06-03,9,-99999
ABUR,AB355,2014-07-02,17,8
ABUR,AB355,2014-08-04,16,3
ABUR,AB355,2014-09-09,16,3
ABUR,AB355,2014-10-13,29,14
ABUR,AB355,2014-11-10,26,5
ABUR,AB355,2014-12-01,29,7
ABUR,AB355,2015-01-07,0,0
ABUR,AB356,2014-06-03,8,-99999
ABUR,AB356,2014-07-02,10,3
ABUR,AB356,2014-08-04,14,4
ABUR,AB356,2014-09-09,14,5
ABUR,AB356,2014-10-13,23,9
ABUR,AB356,2014-11-10,26,5
ABUR,AB356,2014-12-01,26,7
ABUR,AB356,2015-01-07,32,6
ABUR,AB356,2015-02-04,40,9
ABUR,AB356,2015-03-04,0,0
ABUR,AB362,2014-11-10,12,-99999
ABUR,AB363,2014-12-01,9,-99999
