"YEAR","MONTH","DATE","SITE","TRANSECT","SIDE","DIST","C_P_T","F_1M","F_SFC","SFC_LONG","MEAN_F","DEPTH","AREA"
2019,6,"2019-06-04","MOHK",24,"N",8.5,-99999,2,0,-99999,4,6.5,20
2019,6,"2019-06-04","MOHK",24,"N",10,-99999,2,0,-99999,1.5,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",10,-99999,2,0,-99999,1,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",10,-99999,6,0,-99999,5,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",10,-99999,8,0,-99999,4,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",10,-99999,6,0,-99999,3,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",11.2,-99999,6,0,-99999,3,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",11.5,-99999,1,0,-99999,3,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",11.5,-99999,2,0,-99999,3,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",11.5,-99999,1,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",12,-99999,4,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",12,-99999,2,0,-99999,1.5,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",12,-99999,2,0,-99999,4,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",12,-99999,2,0,-99999,1.5,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",14,-99999,2,0,-99999,2.5,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",14,-99999,4,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",16,-99999,4,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",16,-99999,1,0,-99999,1.5,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",16,-99999,1,0,-99999,1,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",16,-99999,2,0,-99999,1,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",17.3,-99999,2,0,-99999,4,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",17.5,-99999,4,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",18,-99999,4,0,-99999,1,6.4,20
2019,6,"2019-06-04","MOHK",24,"N",18,-99999,2,0,-99999,1,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,4,0,-99999,3,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,4,0,-99999,3,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,4,0,-99999,3,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,4,0,-99999,3,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,5,0,-99999,3.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,5,0,-99999,3.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,5,0,-99999,3.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,5,0,-99999,3.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,5,0,-99999,3.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,5,0,-99999,3.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,5,0,-99999,3.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",2,-99999,2,0,-99999,2,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",3.9,-99999,7,0,-99999,3,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",4,-99999,3,0,-99999,2.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",4,-99999,3,0,-99999,2.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",4,-99999,3,0,-99999,2.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",4,-99999,3,0,-99999,2.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",4,-99999,3,0,-99999,2.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",4,-99999,3,0,-99999,2.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",4,-99999,3,0,-99999,2.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",4,-99999,3,0,-99999,2.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",4,-99999,3,0,-99999,2.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",4,-99999,3,0,-99999,2.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",4,-99999,3,0,-99999,2.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",4,-99999,3,0,-99999,2.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",4,-99999,3,0,-99999,2.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",4,-99999,3,0,-99999,2.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",4,-99999,3,0,-99999,2.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",4,-99999,3,0,-99999,2.5,5.5,20
2019,6,"2019-06-04","MOHK",24,"S",5.7,-99999,9,1,1,-99999,5.8,20
2019,6,"2019-06-04","MOHK",24,"S",5.8,-99999,4,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",24,"S",5.8,-99999,4,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",24,"S",5.8,-99999,4,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",24,"S",5.8,-99999,4,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",24,"S",5.8,-99999,4,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",24,"S",5.8,-99999,4,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",24,"S",5.8,-99999,4,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",24,"S",5.8,-99999,4,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",24,"S",5.8,-99999,4,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",24,"S",5.8,-99999,4,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",24,"S",6,-99999,5,0,-99999,4,6.1,20
2019,6,"2019-06-04","MOHK",24,"S",6,-99999,5,0,-99999,4,6.1,20
2019,6,"2019-06-04","MOHK",24,"S",6,-99999,5,0,-99999,4,6.1,20
2019,6,"2019-06-04","MOHK",24,"S",7,-99999,8,2,1,-99999,6.1,20
2019,6,"2019-06-04","MOHK",24,"S",8.6,-99999,4,0,-99999,4,6.1,20
2019,6,"2019-06-04","MOHK",24,"S",9,-99999,2,0,-99999,2.5,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",9,-99999,2,0,-99999,2.5,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",9,-99999,2,0,-99999,2.5,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",9,-99999,2,0,-99999,2.5,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",9,-99999,2,0,-99999,2.5,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",9,-99999,2,0,-99999,2.5,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",9,-99999,2,0,-99999,2.5,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",12,-99999,8,0,-99999,3,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",14,-99999,3,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",14,-99999,3,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",14,-99999,3,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",14,-99999,3,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",14,-99999,3,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",14,-99999,3,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",14,-99999,3,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",14,-99999,3,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",14,-99999,3,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",14,-99999,3,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",14,-99999,3,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",15,-99999,4,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",15,-99999,4,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",24,"S",16,-99999,3,0,-99999,2.5,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",16,-99999,3,0,-99999,2.5,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",16,-99999,3,0,-99999,2.5,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",16,-99999,3,0,-99999,2.5,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",16,-99999,3,0,-99999,2.5,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",16,-99999,3,0,-99999,2.5,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",16,-99999,3,0,-99999,2.5,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",24,"S",18,-99999,2,0,-99999,2,6.7,20
2019,6,"2019-06-04","MOHK",32,"N",0.5,-99999,10,0,-99999,4,6,20
2019,6,"2019-06-04","MOHK",32,"N",1,-99999,12,0,-99999,5,6,20
2019,6,"2019-06-04","MOHK",32,"N",1,-99999,5,0,-99999,3,6,20
2019,6,"2019-06-04","MOHK",32,"N",2,-99999,9,0,-99999,3.5,6,20
2019,6,"2019-06-04","MOHK",32,"N",2,-99999,1,0,-99999,1,6,20
2019,6,"2019-06-04","MOHK",32,"N",5,-99999,4,0,-99999,3,6.7,20
2019,6,"2019-06-04","MOHK",32,"N",5,-99999,4,0,-99999,3,6.7,20
2019,6,"2019-06-04","MOHK",32,"N",5,-99999,4,0,-99999,3,6.7,20
2019,6,"2019-06-04","MOHK",32,"N",5,-99999,4,0,-99999,3,6.7,20
2019,6,"2019-06-04","MOHK",32,"N",5,-99999,4,0,-99999,3,6.7,20
2019,6,"2019-06-04","MOHK",32,"N",6,-99999,2,0,-99999,1.5,6.7,20
2019,6,"2019-06-04","MOHK",32,"N",6,-99999,2,0,-99999,1.5,6.7,20
2019,6,"2019-06-04","MOHK",32,"N",7,-99999,2,0,-99999,3,6.7,20
2019,6,"2019-06-04","MOHK",32,"N",7,-99999,2,0,-99999,3,6.7,20
2019,6,"2019-06-04","MOHK",32,"N",7,-99999,2,0,-99999,3,6.7,20
2019,6,"2019-06-04","MOHK",32,"N",7,-99999,2,0,-99999,3,6.7,20
2019,6,"2019-06-04","MOHK",32,"N",7,-99999,2,0,-99999,3,6.7,20
2019,6,"2019-06-04","MOHK",32,"N",7,-99999,2,0,-99999,3,6.7,20
2019,6,"2019-06-04","MOHK",32,"N",7,-99999,3,0,-99999,1,6.7,20
2019,6,"2019-06-04","MOHK",32,"N",8,-99999,7,0,-99999,4,6.7,20
2019,6,"2019-06-04","MOHK",32,"N",14,-99999,2,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",14,-99999,2,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",14,-99999,2,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",14,-99999,2,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",14,-99999,2,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",14,-99999,2,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",14,-99999,2,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",14,-99999,2,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",14,-99999,2,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",14,-99999,2,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",14,-99999,2,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",16,-99999,3,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",16,-99999,3,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",16,-99999,3,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",16,-99999,3,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",16,-99999,1,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",16,-99999,1,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",16,-99999,1,0,-99999,2,7,20
2019,6,"2019-06-04","MOHK",32,"N",17,-99999,10,0,-99999,3,7,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,2,0,-99999,2,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,2,0,-99999,2,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,2,0,-99999,2,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,2,0,-99999,2,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,2,0,-99999,2,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,2,0,-99999,2,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,2,0,-99999,2,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,2,0,-99999,2,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,2,0,-99999,2,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,7,1,1.5,-99999,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,3,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,3,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,3,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,3,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,3,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,3,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,3,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,3,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,3,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,6,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,6,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,6,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",2,-99999,6,0,-99999,3.5,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,2,0,-99999,3,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,2,0,-99999,3,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,2,0,-99999,3,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,2,0,-99999,3,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,2,0,-99999,3,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,2,0,-99999,3,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,2,0,-99999,3,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,2,0,-99999,3,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,2,0,-99999,3,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,2,0,-99999,3,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,2,0,-99999,3,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,2,0,-99999,3,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,2,0,-99999,3,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,2,0,-99999,3,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,2,0,-99999,3,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,2,0,-99999,3,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,2,0,-99999,3,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,7,2,1.5,-99999,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,7,2,1.5,-99999,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",4,-99999,7,2,1.5,-99999,5.8,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5,-99999,3,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5.5,-99999,6,0,-99999,2,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5.5,-99999,6,0,-99999,2,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5.5,-99999,6,0,-99999,2,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",5.5,-99999,6,0,-99999,2,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",6.5,-99999,1,0,-99999,1.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",6.5,-99999,1,0,-99999,1.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",6.5,-99999,1,0,-99999,1.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",6.5,-99999,1,0,-99999,1.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",6.5,-99999,1,0,-99999,1.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",6.5,-99999,1,0,-99999,1.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",6.5,-99999,1,0,-99999,1.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",6.5,-99999,1,0,-99999,1.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",6.5,-99999,1,0,-99999,1.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",7,-99999,4,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",7,-99999,4,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",7,-99999,4,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",7,-99999,4,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",7,-99999,4,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",7,-99999,4,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",7,-99999,4,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",7,-99999,4,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",7,-99999,4,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",7,-99999,4,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",7,-99999,4,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",7,-99999,4,0,-99999,2.5,6.1,20
2019,6,"2019-06-04","MOHK",32,"S",10,-99999,2,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",10,-99999,2,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",10,-99999,2,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",10,-99999,2,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",10,-99999,2,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",10,-99999,2,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",10,-99999,2,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",10,-99999,2,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",10,-99999,2,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",10,-99999,2,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",10,-99999,2,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",10,-99999,2,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",10,-99999,2,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",10,-99999,2,0,-99999,2,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",12,-99999,5,0,-99999,3,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",12,-99999,5,0,-99999,3,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",15,-99999,6,0,-99999,3.5,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",15,-99999,6,0,-99999,3.5,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",15,-99999,6,0,-99999,3.5,6.4,20
2019,6,"2019-06-04","MOHK",32,"S",16,-99999,4,0,-99999,3.5,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",16,-99999,4,0,-99999,3.5,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",16,-99999,4,0,-99999,3.5,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",16,-99999,4,0,-99999,3.5,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",16,-99999,4,0,-99999,3.5,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",17,-99999,3,0,-99999,3.5,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",17,-99999,3,0,-99999,3.5,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",17,-99999,3,0,-99999,3.5,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",17,-99999,3,0,-99999,3.5,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",17,-99999,3,0,-99999,3.5,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",17,-99999,3,0,-99999,3.5,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",17,-99999,3,0,-99999,3.5,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",17,-99999,3,0,-99999,3.5,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",17,-99999,3,0,-99999,3.5,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",17,-99999,3,0,-99999,3.5,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",18,-99999,2,0,-99999,3,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",18,-99999,2,0,-99999,3,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",18,-99999,2,0,-99999,3,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",18,-99999,2,0,-99999,3,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",18,-99999,2,0,-99999,3,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",18,-99999,2,0,-99999,3,6.7,20
2019,6,"2019-06-04","MOHK",32,"S",18,-99999,2,0,-99999,3,6.7,20
